RMS,Arabic_Description,English_Description,type,units,unit_type,FreqType,ImageUrl
100632742,Teveten-Plus 600/12.5 mg Tablet 28pcs,Teveten-Plus 600/12.5 mg Tablet 28pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632793,Exforge 5/160 mg Tablet 28pcs,Exforge 5/160 mg Tablet 28pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100632806,Exforge 10/160 mg Tablet 28pcs,Exforge 10/160 mg Tablet 28pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100633489,Lowrac 5 mg Capsule 28pcs,Lowrac 5 mg Capsule 28pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100887260,Xarelto 20mg 28tablet,Xarelto 20mg 28tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100887286,Xarelto 15mg 28tablet,Xarelto 15mg 28tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100907304,Olazine 2.5mg 28 Tablets,Olazine 2.5mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100907312,Olazine 5mg 28 Tablets,Olazine 5mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100907321,Olazine 10mg 28 Tablets,Olazine 10mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100926812,Strattera 10mg 28capsules,Strattera 10mg 28capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100926821,Strattera 18mg 28capsules,Strattera 18mg 28capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100926839,Strattera 25mg 28capsules,Strattera 25mg 28capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100926847,Strattera 40mg 28capsules,Strattera 40mg 28capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100926855,Strattera 60mg 28capsules,Strattera 60mg 28capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100947971,Montel 10mg 28 Tablets,Montel 10mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100948042,Paleta 75mg 28 Tablets,Paleta 75mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100965846,Atacand 32 mg 28 Tablets,Atacand 32 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100965854,Zyprexa 10 mg Tablet 28 Tablets,Zyprexa 10 mg Tablet 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100996968,Twynsta 80/10mg 28 Tablets,Twynsta 80/10mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100996976,Twynsta 80/5mg 28 Tablets,Twynsta 80/5mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101023957,Entresto 50mg 28 Tablets,Entresto 50mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101023965,Entresto 100mg 28 Tablets,Entresto 100mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101038235,Cardura XL 4 mg 28 Tablet,Cardura XL 4 mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059255,Irbetel 150 mg 28 Tablet,Irbetel 150 mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101059263,Irbetel 300 mg 28 Tablet,Irbetel 300 mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101066092,Jalra Tablet 50 mg 28 Tablets,Jalra Tablet 50 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101068821,Forxiga Tablets 5 mg 28 Tablets,Forxiga Tablets 5 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101068830,Forxiga Tablets 10 mg 28 Tablets,Forxiga Tablets 10 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101069120,Esomep 40 mg 28 Tablets,Esomep 40 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101121354,Yaz Plus 28 Tablets,Yaz Plus 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101121418,Dexilant 30 mg 28 capsules,Dexilant 30 mg 28 capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101121426,Dexilant 60 mg 28 capsules,Dexilant 60 mg 28 capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122226,Brintellix 10 mg 28 tablets,Brintellix 10 mg 28 tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101122234,Brintellix 20 mg 28 tablets,Brintellix 20 mg 28 tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101179978,Broncast 10 mg Tablet 28 pcs,Broncast 10 mg Tablet 28 pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101180021,Broncast 5 mg Tablet 28 pcs,Broncast 5 mg Tablet 28 pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101256232,Rozavi 10 Mg 28 Tablets,Rozavi 10 Mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101256241,Rozavi 20 Mg 28 Tablets,Rozavi 20 Mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101276330,Clopacin 75 Mg 28 Tablets,Clopacin 75 Mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101284356,Modexa 60 mg 28 capsules,Modexa 60 mg 28 capsules,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101285228,Xigduo XR 10/1000 mg 28 tablet,Xigduo XR 10/1000 mg 28 tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101313161,Rexulti 1 mg 28 tablets,Rexulti 1 mg 28 tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101313170,Rexulti 2 mg 28 tablets,Rexulti 2 mg 28 tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101313188,Rexulti 3 mg 28 tablets,Rexulti 3 mg 28 tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101313196,Rexulti 4 mg 28 tablets,Rexulti 4 mg 28 tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101318190,Xigduo XR 10/500 mg 28 tablets,Xigduo XR 10/500 mg 28 tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101325162,Sevikar HCT 20/5/12.5 mg 28 Tablets,Sevikar HCT 20/5/12.5 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101325171,Sevikar HCT 40/5/12.5 mg 28 Tablets,Sevikar HCT 40/5/12.5 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101325189,Sevikar HCT 40/5/25 mg 28 Tablets,Sevikar HCT 40/5/25 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101325197,Sevikar HCT 40/10/12.5 mg 28 Tablets,Sevikar HCT 40/10/12.5 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101325200,Sevikar HCT 40/10/25 mg 28 Tablets,Sevikar HCT 40/10/25 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101365210,Xigduo Xr 5/500 Mg 28 Tablet,Xigduo Xr 5/500 Mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101497781,Lixiana 30 mg 28 Tablets,Lixiana 30 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101497790,Lixiana 60 mg 28 Tablets,Lixiana 60 mg 28 Tablets,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101498063,Lisart plus 40/12.5 mg 28 tablet,Lisart plus 40/12.5 mg 28 tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101498071,Lisart plus 80/12.5 mg 28 tablet,Lisart plus 80/12.5 mg 28 tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101550984,Desirett 0.075 mg Tablet 28pcs,Desirett 0.075 mg Tablet 28pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101711928,Aprovasc 150/5 Mg Tablet 28 Pcs,Aprovasc 150/5 Mg Tablet 28 Pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101711936,Aprovasc 300/10 Mg Tablet 28 Pcs,Aprovasc 300/10 Mg Tablet 28 Pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101711944,Aprovasc 150/10 Mg Tablet 28 Pcs,Aprovasc 150/10 Mg Tablet 28 Pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101711952,Aprovasc 300/5 Mg Tablet 28 Pcs,Aprovasc 300/5 Mg Tablet 28 Pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101768705,Vipidia 12.5 Mg 28 Tablet,Vipidia 12.5 Mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101768713,Vipidia 25 Mg 28 Tablet,Vipidia 25 Mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101769071,Incresync 25/15 Mg 28 Tablet,Incresync 25/15 Mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101769089,Incresync 25/30 Mg 28 Tablet,Incresync 25/30 Mg 28 Tablet,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101774611,Esoma 40 Mg Capsules 28pcs,Esoma 40 Mg Capsules 28pcs,tablet,28,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100640216,Co-Tabuvan 80/12.5mg Tablets 30,Co-Tabuvan 80/12.5mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100640224,Co-Tabuvan 320/12.5mg Tablets 30,Co-Tabuvan 320/12.5mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641008,Co-Tabuvan 160/25mg Tablets 30,Co-Tabuvan 160/25mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641016,Co-Tabuvan 320/25mg Tablets 30,Co-Tabuvan 320/25mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641139,Ridon 1mg Tablets 30,Ridon 1mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641147,Ridon 2mg Tablets 30,Ridon 2mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641155,Ridon 4mg Tablets 30,Ridon 4mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641163,Tabuvan 80mg Tablets 30,Tabuvan 80mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641171,Tabuvan 160mg Tablets 30,Tabuvan 160mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641180,Tabuvan 40mg Tablets 30,Tabuvan 40mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100641198,Tabuvan 320mg Tablets 30,Tabuvan 320mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100659030,Pristiq 50mg Tablet 30,Pristiq 50mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100660145,Arena 150mg Tablet 30,Arena 150mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100660161,Arena 300mg Tablet 30,Arena 300mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100684294,Tilax 4mg Tablet 30,Tilax 4mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100684307,Tilax 2mg Tablet 30,Tilax 2mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100684331,Onglyza 5mg Tablet 30,Onglyza 5mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100697280,Cardex 2.5mg Tablet 30,Cardex 2.5mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100697298,Lotevan 5/ 320 mg Tablet 30,Lotevan 5/ 320 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100697301,Lotevan 5/ 160 mg Tablet 30,Lotevan 5/ 160 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100697319,Lotevan 10/ 320 mg Tablet 30,Lotevan 10/ 320 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100697327,Lotevan 10/ 160 mg Tablet 30,Lotevan 10/ 160 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100697335,Airfast 10mg Tablet 30,Airfast 10mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100704312,Loxol 100 mg Tablet 30,Loxol 100 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100704339,Loxol 50 mg Tablet 30,Loxol 50 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100704347,Loxol 200 mg Tablet 30,Loxol 200 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100707329,Daonil M 5/500 mg Tablet 30,Daonil M 5/500 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100755312,Seroquel XL 400 mg Tablet 30,Seroquel XL 400 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100823426,Cardex Plus 10/25 mg Tablet 30,Cardex Plus 10/25 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100823741,Ivarin 20 mg Tablet 30,Ivarin 20 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100823750,Ivarin 10 mg Tablet 30,Ivarin 10 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100823776,Ivarin 40 mg Tablet 30,Ivarin 40 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100828500,Solian 100 mg Tablet 30,Solian 100 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100866303,Dementile 10 mg Tablet 30,Dementile 10 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100866320,Dementile 5 mg Tablet 30,Dementile 5 mg Tablet 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100031251,Lipanthyl 200 mg Capsule,Lipanthyl 200 mg Capsule,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100616427,Wellbutrin XL 300mg Tablets 30,Wellbutrin XL 300mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100616435,Wellbutrin XL 150mg Tablets 30,Wellbutrin XL 150mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100619409,Glucophage XR 750mg Tablets 30,Glucophage XR 750mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100627396,Amlocard 5mg Tablets 30,Amlocard 5mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100640208,Co-Tabuvan 160/12.5mg Tablets 30,Co-Tabuvan 160/12.5mg Tablets 30,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101206489,Vulga XR 105 mg Tablet 30 pcs,Vulga XR 105 mg Tablet 30 pcs,antibiotic,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101206471,Vulga XR 80 mg Tablet 30 pcs,Vulga XR 80 mg Tablet 30 pcs,antibiotic,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101206462,Vulga XR 55 mg Tablet 30 pcs,Vulga XR 55 mg Tablet 30 pcs,antibiotic,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100019809,Virustat 200 mg Tablet 30pcs,Virustat 200 mg Tablet 30pcs,antibiotic,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
101804681,Blephademodex Pad 30 Piece Sterile,Blephademodex Pad 30 Piece Sterile,drops,30,box,day,https://www.nahdionline.com/media/catalog/product/b/l/blephademodex-pad-30-piece-sterile-1_1.jpg
101792852,Systane Hydration Ud Eye Drop 0.7 Ml 30pcs,Systane Hydration Ud Eye Drop 0.7 Ml 30pcs,drops,30,box,day,https://www.nahdionline.com/media/catalog/product/s/y/systane-hydration-ud-eye-drop-0-7-ml-30pcs-1_1.jpg
101232281,Systane Cleansing Wipes EyeLid 30 pcs,Systane Cleansing Wipes EyeLid 30 pcs,drops,30,box,day,https://www.nahdionline.com/media/catalog/product/s/y/systane-cleansing-wipes-eyelid-30-pcs-1_1.jpg
101227669,Olopat Eye Drop 30 UD 0.4 ml,Olopat Eye Drop 30 UD 0.4 ml,drops,30,box,day,https://www.nahdionline.com/media/catalog/product/o/l/olopat-eye-drop-30-ud-0-4-ml-1_1.jpg
101115801,Visactiv Wipes 30 pcs,Visactiv Wipes 30 pcs,drops,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100908622,Systane-Ultra Ud Eye Drop 30pcs 0.7 ml,Systane-Ultra Ud Eye Drop 30pcs 0.7 ml,drops,30,box,day,https://www.nahdionline.com/media/catalog/product/s/y/systane-ultra-ud-eye-drop-30pcs-0-7-ml-1-_1.jpg
100791701,Cationorm Eye Drop 30 Piece,Cationorm Eye Drop 30 Piece,drops,30,box,day,https://www.nahdionline.com/media/catalog/product/c/a/cationorm-eye-drop-30-piece-00_1.jpg
100728461,Artelac Advanced 0.2% Eye Drop 30 Pcs,Artelac Advanced 0.2% Eye Drop 30 Pcs,drops,30,box,day,Https://nahdionline.com/media/catalog/product/1/0/100728461_mainimage_1.jpg
100695276,Optive UD Eye Drop 30 Pcs 0.4ml,Optive UD Eye Drop 30 Pcs 0.4ml,drops,30,box,day,Https://nahdionline.com/media/catalog/product/1/0/100695276_mainimage_1.jpg
100020754,Refresh Eye Drop 30pcs 0.4 ml,Refresh Eye Drop 30pcs 0.4 ml,drops,30,box,day,Https://nahdionline.com/media/catalog/product/1/0/100020754_mainimage_1.jpg
100020746,Celluvisc 1% Eye Drop 30pcs,Celluvisc 1% Eye Drop 30pcs,drops,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100014186,Refresh-Plus Eye Drop 30 Pcs 0.4 ml,Refresh-Plus Eye Drop 30 Pcs 0.4 ml,drops,30,box,day,Https://nahdionline.com/media/catalog/product/1/0/100014186_mainimage_1.jpg
100006434,Medrol 4 mg Tablet 30pcs,Medrol 4 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100006451,Prednisolon 5 mg Tablet 30pcs,Prednisolon 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100007285,Minirin-Melt 60 Mcg Tablet 30pcs,Minirin-Melt 60 Mcg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100008405,Minirin-Melt 120 Mcg Tablet 30pcs,Minirin-Melt 120 Mcg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010038,Coxicam 7.5 mg Tablet 30pcs,Coxicam 7.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010206,Sifrol 0.18 mg Tablet 30pcs,Sifrol 0.18 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010214,Sifrol 0.7 mg Tablet 30pcs,Sifrol 0.7 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010222,Stalevo 50/12.5/200 mg Tablet 30pcs,Stalevo 50/12.5/200 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010231,Stalevo 100/25/200 mg Tablet 30pcs,Stalevo 100/25/200 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010484,Spiriva 18 Mcg Inhalation Capsule 30pcs,Spiriva 18 Mcg Inhalation Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010679,Sirdalud 2 mg Tablet 30pcs,Sirdalud 2 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010687,Sirdalud 4 mg Tablet 30pcs,Sirdalud 4 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100010804,Seroxat 20 mg Tablet 30pcs,Seroxat 20 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011031,Lamictal 25 mg Tablet 30pcs,Lamictal 25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011049,Lamictal 50 mg Tablet 30pcs,Lamictal 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011065,Depakine-Chrono 500 mg Tablet 30pcs,Depakine-Chrono 500 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011241,Stalevo 150/37.5/200 mg Tablet 30pcs,Stalevo 150/37.5/200 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011268,Dogmatil 50 mg Capsule 30pcs,Dogmatil 50 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011276,Solian 200 mg Tablet 30pcs,Solian 200 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011284,Solian 50 mg Tablet 30pcs,Solian 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011292,Anafranil 25 mg Tablet 30pcs,Anafranil 25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011330,Anafranil 10 mg Tablet 30pcs,Anafranil 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011364,Faverin 100 mg Tablet 30pcs,Faverin 100 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100011372,Lustral 50 mg Tablet 30pcs,Lustral 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100012236,Seroquel 300 mg Tablet 30pcs,Seroquel 300 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100012391,Mobic 15 mg Tablet 30pcs,Mobic 15 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100012501,Seroxat-CR 25 mg Tablet 30pcs,Seroxat-CR 25 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100013773,Lamictal 100 mg Tablet 30pcs,Lamictal 100 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100014514,Tenol 50 mg Tablet 30pcs,Tenol 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100014522,Tenol 100 mg Tablet 30pcs,Tenol 100 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015197,Seroxat-CR 12.5 mg Tablet 30pcs,Seroxat-CR 12.5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015226,Mirzagen 15 mg Tablet 30pcs,Mirzagen 15 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015234,Mirzagen 30 mg Tablet 30pcs,Mirzagen 30 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015314,Flozak 20 mg Capsule 30pcs,Flozak 20 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015349,Tegretol-CR 400 mg Tablet 30pcs,Tegretol-CR 400 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100015744,Keppra 500 mg Tablet 30pcs,Keppra 500 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100016392,Remeron 30 mg Tablet 30pcs,Remeron 30 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100016430,Salipax 20 mg Capsule 30pcs,Salipax 20 mg Capsule 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100016886,Trivastal-Retard 50 mg Tablet 30pcs,Trivastal-Retard 50 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022573,Betagen 16 mg Tablet 30pcs,Betagen 16 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022611,Caduet 5/10 mg Tablet 30pcs,Caduet 5/10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022696,Zocor 10 mg Tablet 30pcs,Zocor 10 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022741,Zocor 40 mg Tablet 30pcs,Zocor 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022821,Pantomax 40 mg Tablet 30pcs,Pantomax 40 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
100022881,Concor 5 mg Tablet 30pcs,Concor 5 mg Tablet 30pcs,tablet,30,box,day,https://www.nahdionline.com/media/wysiwyg/reds-404.png
